portfolio_id,security_id,holding_date,holding_source,data_cut,units,cost,portfolio_cost,price,purchase_date,settlement_date
portfolio_id_1,filInternalId0000146,2021-01-22,source_2,cut_1,245,320,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000147,2021-01-22,source_2,cut_1,246,322,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000148,2021-01-22,source_2,cut_1,247,324,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000149,2021-01-22,source_2,cut_1,248,326,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000150,2021-01-22,source_2,cut_1,249,328,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000151,2021-01-22,source_2,cut_1,250,330,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000152,2021-01-22,source_2,cut_1,251,332,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000153,2021-01-22,source_2,cut_1,252,334,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000154,2021-01-22,source_2,cut_1,253,336,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000155,2021-01-22,source_2,cut_1,254,338,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000156,2021-01-22,source_2,cut_1,255,340,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000157,2021-01-22,source_2,cut_1,256,342,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000158,2021-01-22,source_2,cut_1,257,344,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000159,2021-01-22,source_2,cut_1,258,346,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000160,2021-01-22,source_2,cut_1,259,348,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000161,2021-01-22,source_2,cut_1,260,350,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000162,2021-01-22,source_2,cut_1,261,352,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000163,2021-01-22,source_2,cut_1,262,354,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000164,2021-01-22,source_2,cut_1,263,356,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000165,2021-01-22,source_2,cut_1,264,358,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000166,2021-01-22,source_2,cut_1,265,360,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000167,2021-01-22,source_2,cut_1,266,362,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000168,2021-01-22,source_2,cut_1,267,364,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000169,2021-01-22,source_2,cut_1,268,366,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000170,2021-01-22,source_2,cut_1,269,368,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000171,2021-01-22,source_2,cut_1,270,370,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000172,2021-01-22,source_2,cut_1,271,372,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000173,2021-01-22,source_2,cut_1,272,374,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000174,2021-01-22,source_2,cut_1,273,376,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000175,2021-01-22,source_2,cut_1,274,378,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000176,2021-01-22,source_2,cut_1,275,380,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000177,2021-01-22,source_2,cut_1,276,382,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000178,2021-01-22,source_2,cut_1,277,384,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000179,2021-01-22,source_2,cut_1,278,386,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000180,2021-01-22,source_2,cut_1,279,388,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000181,2021-01-22,source_2,cut_1,280,390,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000182,2021-01-22,source_2,cut_1,281,392,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000183,2021-01-22,source_2,cut_1,282,394,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000184,2021-01-22,source_2,cut_1,283,396,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000185,2021-01-22,source_2,cut_1,284,398,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000186,2021-01-22,source_2,cut_1,285,400,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000187,2021-01-22,source_2,cut_1,286,402,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000188,2021-01-22,source_2,cut_1,287,404,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000189,2021-01-22,source_2,cut_1,288,406,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000190,2021-01-22,source_2,cut_1,289,408,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000191,2021-01-22,source_2,cut_1,290,410,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000192,2021-01-22,source_2,cut_1,291,412,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000193,2021-01-22,source_2,cut_1,292,414,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000194,2021-01-22,source_2,cut_1,293,416,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000195,2021-01-22,source_2,cut_1,294,418,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000196,2021-01-22,source_2,cut_1,295,420,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000197,2021-01-22,source_2,cut_1,296,422,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000198,2021-01-22,source_2,cut_1,297,424,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000199,2021-01-22,source_2,cut_1,298,426,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000200,2021-01-22,source_2,cut_1,299,428,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000201,2021-01-22,source_2,cut_1,300,430,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000202,2021-01-22,source_2,cut_1,301,432,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000203,2021-01-22,source_2,cut_1,302,434,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000204,2021-01-22,source_2,cut_1,303,436,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000205,2021-01-22,source_2,cut_1,304,438,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000206,2021-01-22,source_2,cut_1,305,440,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000207,2021-01-22,source_2,cut_1,306,442,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000208,2021-01-22,source_2,cut_1,307,444,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000209,2021-01-22,source_2,cut_1,308,446,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000210,2021-01-22,source_2,cut_1,309,448,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000211,2021-01-22,source_2,cut_1,310,450,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000212,2021-01-22,source_2,cut_1,311,452,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000213,2021-01-22,source_2,cut_1,312,454,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000214,2021-01-22,source_2,cut_1,313,456,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000215,2021-01-22,source_2,cut_1,314,458,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000216,2021-01-22,source_2,cut_1,315,460,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000217,2021-01-22,source_2,cut_1,316,462,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000218,2021-01-22,source_2,cut_1,317,464,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000219,2021-01-22,source_2,cut_1,318,466,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000220,2021-01-22,source_2,cut_1,319,468,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000221,2021-01-22,source_2,cut_1,320,470,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000222,2021-01-22,source_2,cut_1,321,472,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000223,2021-01-22,source_2,cut_1,322,474,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000224,2021-01-22,source_2,cut_1,323,476,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000225,2021-01-22,source_2,cut_1,324,478,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000226,2021-01-22,source_2,cut_1,325,480,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000227,2021-01-22,source_2,cut_1,326,482,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000228,2021-01-22,source_2,cut_1,327,484,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000229,2021-01-22,source_2,cut_1,328,486,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000230,2021-01-22,source_2,cut_1,329,488,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000231,2021-01-22,source_2,cut_1,330,490,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000232,2021-01-22,source_2,cut_1,331,492,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000233,2021-01-22,source_2,cut_1,332,494,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000234,2021-01-22,source_2,cut_1,333,496,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000235,2021-01-22,source_2,cut_1,334,498,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000236,2021-01-22,source_2,cut_1,335,500,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000237,2021-01-22,source_2,cut_1,336,502,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000238,2021-01-22,source_2,cut_1,337,504,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000239,2021-01-22,source_2,cut_1,338,506,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000240,2021-01-22,source_2,cut_1,339,508,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000241,2021-01-22,source_2,cut_1,340,510,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000242,2021-01-22,source_2,cut_1,341,512,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000243,2021-01-22,source_2,cut_1,342,514,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000244,2021-01-22,source_2,cut_1,343,516,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000245,2021-01-22,source_2,cut_1,344,518,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000246,2021-01-22,source_2,cut_1,345,520,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000247,2021-01-22,source_2,cut_1,346,522,60,21,2021-01-22,2021-01-25
portfolio_id_1,filInternalId0000248,2021-01-22,source_2,cut_1,347,524,60,21,2021-01-22,2021-01-25
